"sourceRoute"	"executionKind"	"sourceOwner"	"sourceRevision"	"sourceFile"	"sourceLine"	"candidateKind"	"candidateTarget"	"candidateOwner"	"reviewState"	"finalDisposition"	"finalTarget"	"evidence"	"reviewNote"
"animation/add-parameter"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"23"	"official_candidate"	"add_animator_parameter"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_add_parameter"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/add-parameter' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_add_parameter' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/add-state"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"24"	"official_candidate"	"add_animator_state"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_add_state"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/add-state' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_add_state' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/add-transition"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"25"	"official_candidate"	"add_animator_transition"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_add_transition"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/add-transition' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_add_transition' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/assign-controller"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"26"	"custom_cli_review"	"vm_animation_assign_controller"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_assign_controller"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/assign-controller' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_assign_controller' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/clip-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"27"	"official_candidate"	"get_animation_clip"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_clip_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/clip-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_clip_info' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/connect-states"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"28"	"custom_cli_review"	"vm_animation_connect_states"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_connect_states"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/connect-states' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_connect_states' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/controller-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"29"	"official_candidate"	"get_animator_controller"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_controller_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/controller-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_controller_info' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/create-blend-tree"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"30"	"custom_cli_review"	"vm_animation_create_blend_tree"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_create_blend_tree"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/create-blend-tree' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_create_blend_tree' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/create-clip"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"31"	"official_candidate"	"create_animation_clip"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_create_clip"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/create-clip' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_create_clip' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/create-controller"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"32"	"official_candidate"	"create_animator_controller"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_create_controller"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/create-controller' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_create_controller' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/get-blend-tree"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"33"	"custom_cli_review"	"vm_animation_get_blend_tree"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_get_blend_tree"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/get-blend-tree' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_get_blend_tree' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/get-curve-keyframes"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"34"	"custom_cli_review"	"vm_animation_get_curve_keyframes"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_get_curve_keyframes"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/get-curve-keyframes' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_get_curve_keyframes' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/get-events"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"35"	"custom_cli_review"	"vm_animation_get_events"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_get_events"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/get-events' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_get_events' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-curve"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"36"	"official_candidate"	"remove_animation_curve"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_curve"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-curve' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_curve' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/remove-event"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"37"	"custom_cli_review"	"vm_animation_remove_event"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_event"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-event' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_event' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-keyframe"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"38"	"custom_cli_review"	"vm_animation_remove_keyframe"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_keyframe"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-keyframe' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_keyframe' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-layer"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"39"	"custom_cli_review"	"vm_animation_remove_layer"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_layer"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-layer' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_layer' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-parameter"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"40"	"custom_cli_review"	"vm_animation_remove_parameter"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_parameter"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-parameter' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_parameter' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-state"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"41"	"custom_cli_review"	"vm_animation_remove_state"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_state"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-state' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_state' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/remove-transition"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"42"	"custom_cli_review"	"vm_animation_remove_transition"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_remove_transition"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/remove-transition' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_remove_transition' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/set-clip-curve"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"43"	"official_candidate"	"set_animation_curve"	"com.unity.pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_set_clip_curve"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/set-clip-curve' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_set_clip_curve' without an MCP transport."	"Name/action match only; prove input, output, error, side-effect, transaction, lifecycle, and consumer parity."
"animation/set-clip-settings"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"44"	"custom_cli_review"	"vm_animation_set_clip_settings"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_set_clip_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/set-clip-settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_set_clip_settings' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/set-object-reference-curve"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"45"	"custom_cli_review"	"vm_animation_set_object_reference_curve"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_set_object_reference_curve"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/set-object-reference-curve' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_set_object_reference_curve' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/transition-info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"46"	"custom_cli_review"	"vm_animation_transition_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_transition_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/transition-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_transition_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/update-state"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"47"	"custom_cli_review"	"vm_animation_update_state"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_update_state"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/update-state' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_update_state' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/update-transition"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"48"	"custom_cli_review"	"vm_animation_update_transition"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_update_transition"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/update-transition' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_update_transition' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"animation/validate-controller"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"49"	"custom_cli_review"	"vm_animation_validate_controller"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_animation_validate_controller"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'animation/validate-controller' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_animation_validate_controller' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/add-references"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"50"	"custom_cli_review"	"vm_asmdef_add_references"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_add_references"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/add-references' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_add_references' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/create"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"51"	"custom_cli_review"	"vm_asmdef_create"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_create' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/create-ref"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"52"	"custom_cli_review"	"vm_asmdef_create_ref"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_create_ref"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/create-ref' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_create_ref' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/info"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"53"	"custom_cli_review"	"vm_asmdef_info"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_info' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/list"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"54"	"custom_cli_review"	"vm_asmdef_list"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_list' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/remove-references"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"55"	"custom_cli_review"	"vm_asmdef_remove_references"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_remove_references"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/remove-references' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_remove_references' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/set-platforms"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"56"	"custom_cli_review"	"vm_asmdef_set_platforms"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_set_platforms"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/set-platforms' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_set_platforms' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
"asmdef/update-settings"	"immediate"	"com.vm233.unity-mcp"	"3441d9e63486d51e3bdccf872cc1c5bcdd1ac23c"	"Editor/MCPBuiltInRouteDescriptorRegistry.cs"	"57"	"custom_cli_review"	"vm_asmdef_update_settings"	"com.vm233.unity-pipeline"	"reviewed"	"custom_cli"	"vm_auto_asmdef_update_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'asmdef/update-settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_asmdef_update_settings' without an MCP transport."	"Create a typed Pipeline command that calls the production owner directly; do not call the MCP dispatcher."
